body,title
"

Con el Buen Fin terminado, ahora sí Profeco tiene los números finales de quejas durante la campaña de descuentos: en suma se recibieron 1,030 quejas de las cuales seis de cada diez provinieron de transacciones en comercio electrónico, lo que ""refleja la importancia que adquieren cada día las ventas en línea"", dice Profeco. 

El dato coincide con que Mercado Libre haya alcanzado un millón de ventas en solo un día durante el Buen Fin. 
 












Las tiendas con más quejas
Pero ninguna plataforma de comercio electrónico está entre las que acumulan más quejas. Profeco destaca que Walmart, Soriana, Liverpool y Chedraui son las tiendas que más quejas acumularon, en ese orden, y destacó que Liverpool, Palacio de Hierro, Suburbia y Sears tuvieron el 100% de conciliación en cuanto a sus quejas. 

En cuanto a las quejas de las tiendas, Walmart acumuló 35% del total, Soriana 10%, Liverpool 5% y Chedraui 5%. Los principales motivos de reclamaciones fueron incumplimiento de ofertas y cancelación de compra. 

También hay datos sobre las categorías de productos en las que hubo más quejas. Profeco refiere que ""ropa y zapatos"" ocupa el primer lugar, seguido de ""abarrotes"" y ""línea blanca"". Es hasta el cuarto lugar que aparece ""smartphones"" que tuvo un notable decrecimiento de quejas respecto al año pasado. En el Buen de 2020 la categoría de ""smartphones"" tuvo el 18% del total de quejas, pero en Buen Fin de 2021 solo fue el 6%. 

Según Profeco, la tienda con mejores descuentos fue Sears en tres ciudades donde aplicó descuentos superiores a 20,000 pesos a un refrigerador LG en León, a una pantalla LG en Morelia y a una pantalla Samsung en Cuernavaca. Además Profeco puso sellos de suspensión a tiendas Chedraui donde detectó simulaciones de oferta pues los precios en vez de disminuir, aumentaron.
 




    Compartir
    
           Walmart, Soriana y Liverpool son los reyes de las quejas durante el Buen Fin, según Profeco: en total hubo 1,030 quejas
         


Facebook
Twitter
Flipboard
E-mail



Temas

Empresas y economía


profeco
Chedraui
Liverpool




","
         Walmart, Soriana y Liverpool son los reyes de las quejas durante el Buen Fin, según Profeco: en total hubo 1,030 quejas   "
"

Hace un año Toyota se despidió en México de la C-HR, sin embargo, hoy anunció su regreso al segmento de las mini SUVs con la próxima llegada de la Corolla Cross, vehículo que ya se comercializa en 12 países, incluidos Japón, Brasil y Estados Unidos.

De acuerdo con Toyota, el público objetivo de esta SUV son parejas o familias jóvenes, por lo que la automotriz tiene una expectativa de ventas para su primer año de más de 3,800 unidades.
 











Su motor es de 2.0 litros con 4 cilindros en línea, el mismo que el del Corolla en el nivel de equipamiento SE CVT, por lo que ofrece una potencia de 168 caballos de fuerza y 147 libras pie de torque, acoplado a una transmisión CVT con 10 cambios simulados.

En cuanto a su diseño exterior, la Corolla Cross tiene faros alargados Bi-LED de encendido automático, faros de niebla LED y luces diurnas. Además rines de aluminio de 17 pulgadas, espejos laterales eléctricos y calefactables del color de la carrocería.








Interior y seguridad
Al interior tiene un volante y palanca en piel, además de un quemacocos y ventanas eléctricas. El sistema de infoentretenimiento es de seis bocinas y la pantalla donde se controla es una táctil de 8 pulgadas con conectividad Bluetooth, Apple CarPlay y Android Auto.








Para el tema de seguridad, Toyota colocó nueve bolsas de aire, asistencias de arranque en pendientes (HAC) y control de estabilidad (VSC). Además, la Corolla Cross será el cuarto vehículo de la marca en nuestro país con Toyota Safety Sense 2.0, sistema de asistencias al conductor que incluye Control de crucero (DRCC), luces altas automáticas (AHB), sistema de Pre-Colisión (PCS) y sistema de mantenimiento de carril (LDA w/SA).

Precio y disponibilidad
La nueva Corolla Cross estará disponible en México en una sola versión, la LE, a partir de diciembre en los 98 puntos de venta Toyota. Su precio será de 469,900  pesos y se podrá elegir en uno de los siete colores: verde, gris metálico, blanco perlado, plata, negro, rojo y azul.

De acuerdo con Toyota, ésta no será la única mini SUV que traerá a México, pues la próxima semana anunciará otro modelo que se integra a este segmento, el segundo con mayor aceptación dentro de la industria automotriz del país.






    Compartir
    
           Corolla Cross: precio y lanzamiento oficial en México del modelo con el que Toyota regresa al segmento de las mini SUVs
         


Facebook
Twitter
Flipboard
E-mail



Temas

Automóvil


Toyota
SUV




","
         Corolla Cross: precio y lanzamiento oficial en México del modelo con el que Toyota regresa al segmento de las mini SUVs   "
"

Ya no hay duda sobre quién podría recibir la tercera dosis de vacuna contra COVID-19 en Estados Unidos: luego de una primera aprobación enfocada a grupos vulnerables, ahora EUA está avanzando para que absolutamente todos los adultos de ese país reciban una dosis de refuerzo de las vacunas de Moderna y Pfizer. 

La FDA ha aprobado la tercera dosis para las vacunas ARNm. Ha sido un largo ir y venir sobre el tema dado que la OMS se ha posicionado en contra de una aplicación generalizada de terceras dosis debido a la escasez mundial de vacunas. Además, un panel de expertos recomendó hace un par de meses a la FDA no aprobar las terceras dosis debido a ""falta de evidencia"". 
 












Refuerzos a seis meses de la segunda aplicación
Desde luego Moderna y Pfizer no concuerdan. ""Este autorización de emergencia llega en un momento crítico dado que entramos a los meses de invierno y nos encontramos con aumentos en casos de COVID-19 y hospitalizaciones"" dijo la CEO de Moderna, Stéphane Bancel. ""Agradecemos a la FDA por la revisión y estamos seguros de la evidencia clínica robusta de que un refuerzo de 50 µg de mRNA-1273 genera una respuesta inmune contra COVID-19"", continúa el mensaje del comunicado de Moderna. 

Para Pfizer, la aprobación de la tercera dosis por parte de FDA ""se apoya en datos clínicos que muestran respuestas inmunes luego de un refuerzo"". En ambos casos la aplicación del refuerzo se recomienda al menos seis meses después de la segunda dosis de la vacuna. 

Estados Unidos ha aplicado 169 millones de vacunas de Moderna, mientras que de la vacuna de Pfizer ha aplicado 258 millones. De momento México no tiene aprobado refuerzo contra COVID-19 de ninguna vacuna.
 




    Compartir
    
           Estados Unidos aprueba tercera dosis de vacuna contra COVID-19 de Pfizer y Moderna, ahora para todos los adultos del país
         


Facebook
Twitter
Flipboard
E-mail



Temas

Medicina y Salud


Coronavirus
Coronavirus en México




","
         Estados Unidos aprueba tercera dosis de vacuna contra COVID-19 de Pfizer y Moderna, ahora para todos los adultos del país   "
"

México abrió este viernes el registro para que todos los menores de edad entre 15 y  17  años sin comorbilidades puedan recibir la vacuna contra COVID-19.

Este cambio se da luego de que el subsecretario de Salud, Hugo López-Gatell informara a mediados de septiembre que únicamente aquellos menores de entre 12 y 17 a los que tuvieran alguna comorbilidad serían a los que se les aplicaría la vacuna.
 











Sin embargo desde el pasado martes 16 de noviembre, el mismo subsecretario dio a conocer que a partir de este viernes 19 de noviembre los menores sin alguna enfermedad podían registrarse para recibir su dosis en el portal de vacunación que usa el Gobierno Federal.

Cómo darse de alta en la página de Salud 
Para registrarse, lo único que hay que hacer es ingresar al portal de https://mivacuna.salud.gob.mx/index.php donde tendremos que ingresar la CURP de la persona (en este caso del menor) que se quiere dar de alta en el sistema.







En esta ventana, se debe ingresar la CURP de la persona a registrar



Después de confirmar este dato, el sistema solicitará información adicional sobre la entidad, municipio, código postal, así como un teléfono de contacto y un correo electrónico.

Cabe la pena mencionar que para este nuevo grupo, la propia página de Salud menciona que lo pueden hacer todos aquellos menores que para el día 15 de enero de 2022 ya tengan 15 años, por lo que aunque en este momento no cumplan con la edad, si lo hacen antes o en esta fecha, también podrán registrarse.

Menor riesgo en menores en caso de contraer COVID-19
El subsecretario de Salud, señaló en días previos que aunque existe un riesgo de complicación para los menores desde 15 años en adelante en caso de contraer COVID-19 y no estar vacunados, este no es tan alto como en las personas mayores.








Para respaldarlo, se dio a conocer que durante 2020 se registraron únicamente 249 muertes en personas entre 15 y 18 años por COVID-19 de las 9,500 que se dieron en este periodo, lo que respalda la evidencia del menor riesgo.

Aunque el Gobierno Federal ya abrió el registro para este nuevo grupo de edad, hasta ahora se desconoce si se aplicará también la vacuna para menores de 15 años en nuestro país, aunque según las cifras, el análisis de mortalidad en este grupo es extremadamente bajo.






    Compartir
    
           Inicia el registro de vacuna contra COVID para menores de edad entre 15 y 17 años en México: así puedes inscribirte 
         


Facebook
Twitter
Flipboard
E-mail



Temas

Medicina y Salud


Vacuna
Coronavirus




","
         Inicia el registro de vacuna contra COVID para menores de edad entre 15 y 17 años en México: así puedes inscribirte    "
"

Hoy en día, mantenerte conectado a tu auto resulta una amenidad tecnológica cada vez más funcional e indispensable para cuidarlo y cuidarte durante los trayectos, pues los servicios que ofrecen algunas automotrices ya no son sólo un GPS o un control del sistema de infoentretenimiento.

Dentro de la oferta destaca NissanConnect®, el sistema integrado en vehículos Nissan para la gestión de audio, navegación y comunicación que se conecta con el smartphone, y que, además de mejorar la experiencia mientras conduces, busca que te mantengas atento al camino pues disminuye las distracciones que pudiera haber.







NissanConnect® es parte de Nissan Intelligent Mobility, la estrategia de Nissan para lograr un futuro conectado en la movilidad con cero emisiones y cero accidentes viales. Para alcanzar esto, el eje fundamental de Nissan Intelligent Mobility es el desarrollo de tecnologías y la evolución de sus vehículos.

¿Qué se puede hacer con NissanConnect®?
La plataforma de NissanConnect® integra distintas herramientas digitales de conectividad, por lo que cuenta con funciones que van desde la localización, entretenimiento, navegación, geolocalización hasta la asistencia personalizada.

Así es como tendrás el control total de tu Nissan, protegido, entretenido y cómodo en todo momento, estés en el camino o lo dejes estacionado. Logrando generar un vínculo con el vehículo y la marca,  conociéndolo a fondo a través de la aplicación y totalmente sincronizado a tu vida.








Desde NissanConnect® puedes:

Conocer el estado del vehículo (sistema de frenos, gasolina, autonomía, presión de llantas)
Encenderlo remotamente
Abrir y cerrar remotamente las puertas
Encendido remoto de luces
Recuperar el vehículo en caso de robo
Inmovilizarlo
Establecer límites geográficos en los que puede circular
Configurar alertas de velocidad, movimiento y robo
Alerta de valet
Acceder a un botón SOS y a llamadas de emergencia
Tocar el claxón remotamente
Obtener indicaciones para llegar a lugares llamando a Nissan Concierge
Ser un WiFi Hotspot para hasta siete personas

Supongamos entonces que tienes hijos o hijas y les prestas tu auto Nissan con NissanConnect®. Si quieres evitar las multas por exceso de velocidad, puedes establecer alertas de velocidad con hasta ciertos km/h, y si se rebasan, el sistema te enviará una notificación a tu smartphone (y también aparecerá una en el tablero del coche).








Otra situación en la que se le saca provecho a NissanConnect® es cuando decides delimitar un área geográfica donde pueda circular el auto Nissan, con ello, cada vez que salga de ese límite, te notificará a través de tu celular.

Y, una de las funciones más interesantes es la de Nissan Concierge, un servicio de 24 horas que te pueden ayudar en una gran variedad de cosas, desde hacer reservaciones para ir cenar, hasta responderte dudas sobre temas generales. Al solicitar la asesoría de un especialista para llegar a un destino, las instrucciones aparecerán directamente en el vehículo Nissan.








Esta función también sirve en caso de que el usuario sufra algún percance, por ejemplo, si se ponchó alguna llanta, podrá conectarse con la asistencia vial, quien enviará ayuda obteniendo directamente la ubicación del vehículo gracias a NissanConnect®.

Hasta hoy, el 75% del portafolio Nissan ya soporta NissanConnect®, y en México lo encontrarás en Versa, March, X-Trail, Kicks y Sentra, a través de distintos paquetes de suscripción mensual.






    Compartir
    
           NissanConnect®: el control total de tu auto desde tu celular
         


Facebook
Twitter
Flipboard
E-mail




","
         NissanConnect®: el control total de tu auto desde tu celular   "
"

La segunda parte de la temporada final de ‘Attack on Titan’ se acerca. Ya se había revelado que el estreno en Japón será el 9 de enero, pero en el caso de México no teníamos confirmación de plataformas ni de fecha de lanzamiento.

El día de hoy Crunchyroll anunció que el episodio 76 de la temporada final se transmitirá en México y América Latina el mismo día que en Japón. Se trata de una serie más que se une al formato simulcast, ofreciendo los episodios un par de horas después de su estreno en Japón.
 













“Prepárate para descubrir cómo la delgada línea que separa a amigos y enemigos se desdibuja más con la guerra de Paradis intensificándose en Shiganshina. ¿Cuáles son las verdaderas intenciones de quienes han llevado al mundo a estado actual? ¡Te esperamos el 9 de enero para descubrir más sobre este titánico misterio!”

La guerra por Paradis estalla en #AttackOnTitan Temporada Final Parte 2, ¡este 9 de enero del 2022 a través de Crunchyroll! 🔥 pic.twitter.com/cP8MJVphKV— Crunchyroll.la 🚂 #OnePiece1000 (@crunchyroll_la) November 19, 2021 

En el caso de Funimation, también anunció que transmitirá la temporada final, pero no confirmó la fecha, solamente se limitó a decir que estará disponible en enero de 2022. 

Las líneas del combate se están difuminando. ¿Dónde está parado Eren? ⚔️¡Attack on Titan Final Season Part 2 se transmitirá en Funimation en enero de 2022! pic.twitter.com/oplCAYVVo6— Funimation LATAM (@funimation_la) November 19, 2021 

Recordemos que la temporada anterior también fue transmitida por los dos servicios de streaming, con la diferencia que Funimation cuenta con un doblaje latino exclusivo.

    





    Compartir
    
           La segunda parte de la temporada final de ‘Attack on Titan’ llegará a México por Crunchyroll y Funimation el mismo día que en Japón
         


Facebook
Twitter
Flipboard
E-mail



Temas

Streaming


Crunchyroll
Funimation




","
         La segunda parte de la temporada final de ‘Attack on Titan’ llegará a México por Crunchyroll y Funimation el mismo día que en Japón   "
"






La nueva HUAWEI MateBook 13s ya se puede comprar en México, una gran pieza de ingeniería que une un diseño y una pantalla premium, un equipo con la potencia suficiente para realizar cualquier tarea.

La laptop está disponible por 34,999 pesos, pero por promoción de lanzamiento tendrá un precio especial de 29,999 pesos directamente en la e-Shop de HUAWEI y en las tiendas HUAWEI Experience Stores, y además se incluirán tres increíbles regalos: una bocina HUAWEI Sound X, una funda de cuero y un mouse CD23.
 


El hardware de la HUAWEI MateBook 13s es sobresaliente por donde quiera que se mire, no solo porque está firmado por Intel, sino porque se trata de su 11ª generación de procesadores Core de la H-Series.








Los recién anunciados Intel Core de 11a Gen H-Series son las más nuevas piezas de silicio del fabricante enfocadas al alto rendimiento. Ofrecen una alta potencia de cómputo con un balanceado consumo energético.








Esto se traduce en que la HUAWEI Matebook 13s podrá ofrecer potencia suficiente en cualquier escenario de productividad, ya sea que editemos una foto mientras navegamos por internet o si estamos creando una presentación y a la vez disfrutando de una película en su pantalla 2.5K y su tasa de refresco de 90Hz.

Para un procesador potente necesitamos un buen acompañante en el apartado gráfico, y ahí es donde brillan los nuevos gráficos integrados Intel Xe. Este conjunto permite que el rendimiento sea un 9% superior en comparación con la generación anterior.

Un procesador de alto rendimiento y unos gráficos integrados de última generación requieren un sistema de enfriamiento eficiente. Y aquí es donde entra el HUAWEI Shark Fin mejorado, con un 28% mejor flujo de aire gracias a su innovador diseño con más de 79 aspas. Un rendimiento de ventilación más eficiente pero a la vez silencioso.

Si queremos aún más potencia tenemos a la mano el atajo Fn+P que activará el modo Performance. Dicho modo está pensado en los más exigentes, para quien necesite ejecutar varios programas con una alta carga de procesamiento o quienes simplemente deseen potencia para alguna tarea específica.

Y así es como la HUAWEI MateBook 13s se coloca como una de las mejores laptops del mercado mexicano si lo que se busca es portabilidad y potencia en un solo producto.






    Compartir
    
           HUAWEI MateBook 13s: así es como un procesador Intel de 11ª Gen dota a una laptop de potencia para cualquier tarea 
         


Facebook
Twitter
Flipboard
E-mail




","
         HUAWEI MateBook 13s: así es como un procesador Intel de 11ª Gen dota a una laptop de potencia para cualquier tarea    "
"

Como ya ha es costumbre de Ubisoft, la compañía está tirando la casa por la venta con descuentos de hasta 80% en su tienda oficial de juegos para PC. Esto es por supuesto debido a la llegada de Black Friday y Cyber Monday a finales de este mes.

Las ofertas de Black Friday están disponibles desde el 17 de noviembre y terminará hasta el próximo 29 noviembre, mientras que las de Cyber Monday comenzarán el 29 de noviembre y concluirán el 2 de diciembre.
 











En Xataka México

Ubisoft+ por fin llega a México: más de 100 juegos al mes para PC con una sola suscripción, este es su precio oficial












Juego de Splinter Cell gratis
Antes de pasar a la lista de descuentos, es importante comentar que 'Tom Clancy's Spliter Cell: chaos Theory' se encuentra sin costo alguno en la tienda. Lo único que hay que hacer es visitar la página de producto y canjearlo con nuestra cuenta de Ubisoft Connect.

Vale la pena también recordar que para poder jugar este título y cualquier otra que se consigan en la plataforma, es necesario descargar el software Ubisoft Connect el cual solo está disponible en PC.

    
Cupón para 20% de descuento adicional
Otro de los beneficios de esta venta que es, Ubisoft también activó un cupón que nos da 20% de descuento adicional sobre el precio ya rebajado. El cupón es BF20 y lo tenemos que aplicar antes de finalizar la compra.

Ubisoft menciona que este es válido solo en los títulos seleccionados en las ofertas de Black Friday, por lo que podemos utilizarlo en 183 juegos y 136 contenidos descargables diferentes.

    
Por ejemplo, ahora mismo el recién estrenado 'Far Cry 6' tiene un 17% de descuento directo por las ofertas de Black Friday, lo cual rebaja su precio a 995 pesos, pero adicional a esto podemos usar el cupón BF20 para tener el 20% de descuento adicional, lo que nos dejaría un precio final de 796 pesos.

Ofertas de Ubisoft de Black Friday
Aquí tienen una lista con algunos ejemplos de juegos y colecciones que pueden comprar con descuento y sin contar la rebaja del cupón. Si quieren ver todas las rebajas disponibles, pueden visitar el sitio oficial de la Ubisoft Store.


Assassin's Creed - 199 pesos
Assassin's Creed II - 119 pesos
Assassin's Creed IV: Black Flag - 131 pesos
Assassin's Creed: Ezio Auditore (colección) - 374 pesos
Assassin's Creed: Origins - 239 pesos
Assassin's Creed: Odyssey - 299 pesos
Assassin's Creed: Valhalla - 599 pesos
Far Cry 3 - 119 pesos
Far Cry 3 Blood Dragon - 89 pesos
Far Cry 5 - 239 pesos
Far Cry 6 - 995 pesos
Tom Clancy's Splinter Cell - 49 pesos
Tom Clancy's Splinter Cell: Double Agent - 49 pesos
Tom Clancy's Splinter Cell: Conviction - 99 pesos
Tom Clancy's Splinter Cell: Blacklist - 149 pesos
Tom Clancy's Splinter Cell Collection - 360 pesos
Prince of Persia: The Forgotten Sands Deluxe Edition - 79 pesos
Prince of Perisa: The Sands of Time - 39 pesos
Prince of Persia: Warrior Whitin - 19 pesos
Watch Dogs - 149 pesos
Watch Dogs 2 Deluxe - 239 pesos
Watch Dogs Legion - 359 pesos
Tom Clancy's Rainbow Six Siege Deluxe - 197 pesos
Tom Clancy's Ghost Recon Breakpoint - 149 pesos
Tom Clancy's The Division 2 - 179 pesos
Trials Fusion - 99 pesos
Trials Rising Gold Edition - 119 pesos
Trials of the Blood Dragon - 74 pesos
For Honor - 1459 pesos
Zombie - 99 pesos
South Park: The Stick of Truth - 149 pesos
South Park: The Fractured But Whole - 249 pesos
Scott Pilgrim vs The World: The Game Complete Edition - 139 pesos
Child of Ligth - 89 pesos
Valiant Hearts: The Great War - 74 pesos
Beyond Good & Evil - 59 pesos












        En Xataka México Selección publicamos las mejores ofertas en tecnología, videojuegos, coleccionables y demás categorías que estén en descuento en distintas tiendas en línea de México. El precio y disponibilidad del producto están sujetos a cambios sin previo aviso.
    

Algunos de los enlaces de esta publicación pueden pertenecer a un programa de afiliados. Ninguno de los artículos mencionados han sido propuestos ni por las marcas ni por las tiendas, siendo su introducción una decisión única del equipo de editores.
 




    Compartir
    
           Estas son las ofertas de Ubisoft Store en México para Black Friday y Cyber Monday 2021: juegos para PC hasta con 80% de descuento
         


Facebook
Twitter
Flipboard
E-mail



Temas

Videojuegos
Selección


Descuento
Ubisoft
Black Friday
videojuegos
Ofertas
PC Gaming




","
         Estas son las ofertas de Ubisoft Store en México para Black Friday y Cyber Monday 2021: juegos para PC hasta con 80% de descuento   "
"

HONOR regresa a México después de una corta ausencia en el mercado de celulares, pero lo hace de la mejor manera: con el HONOR 50 5G, su teléfono móvil más avanzado hasta la fecha, con la mejor tecnología en video, creación de contenidos y carga rápida , además de un diseño que sin lugar a dudas llamará la atención y marcará tendencia.

El nuevo HONOR 50 5G tiene un diseño que resalta principalmente por dos aspectos: sus cámaras con diseño de doble aro, inspirado en las cámaras fotográficas de antaño, y su pantalla con laterales curvos que le dan un toque extra de elegancia para complementar su asombrosa tecnología OLED que brinda la mejor experiencia de visualización.
 


Además, el HONOR 50 5G tiene un resplandeciente acabado posterior, y a medida que la luz cambia de ángulo, también lo hace el resplandor, como los momentos brillantes de la vida en los que está inspirado este diseño. Además, el acabado no solo es llamativo a la vista sino que también, gracias a la tecnología con la que fue desarrollado, le da al smartphone un agarre ultra suave.








El diseño del HONOR 50 5G, toda una declaración de moda y estilo, no es lo único sobresaliente. Este celular también tiene la más avanzada tecnología fotográfica, con la integración de una cámara principal de 108 megapixeles, capaz de capturar hasta el más mínimo detalle, sin importar la situación.

Esta cámara de 108 megapixeles es de las más grandes que actualmente existe en el mercado mexicano en la gama donde el HONOR 50 5G compite. Y lo mismo se repite con la cámara frontal de 32 megapixeles, también la más grande disponible hoy en día en nuestro país.








Finalmente, el último detalle importante del HONOR 50 5G es la presencia de Android 11 con toda la suite completa de aplicaciones y servicios de Google. Esto permite que los usuarios puedan aprovechar todo el potencial del HONOR 50 5G y su procesador Qualcomm Snapdragon778G, y llevar a cabo cualquier tarea de manera perfecta.

No está de más confirmar que junto con toda la variedad de aplicaciones de Google, el HONOR 50  5G también tiene acceso completo a los millones de apps disponibles en la Google Play Store.

Con toda esta combinación de diseño, potencia y capacidad fotográfica, el HONOR 50 5G se posiciona como uno de los mejores smartphones que ahora están disponibles en México, y pavimenta el camino para próximos lanzamientos de la compañía.

Adicionalmente el HONOR 50 5G es impulsado por la tecnología HONOR SuperCharge de 66W, la cual permite recuperar hasta el 70% de la carga en tan solo 20 minutos, permitiendo a los usuarios tener todo un día de uso del dispositivo en lo que se dan un baño o toman un café durante la mañana.






    Compartir
    
           El nuevo HONOR 50 5G llega a México con la mejor tecnología en video, creación de contenidos y carga rápida, apoyado por Qualcomm y Google 
         


Facebook
Twitter
Flipboard
E-mail




","
         El nuevo HONOR 50 5G llega a México con la mejor tecnología en video, creación de contenidos y carga rápida, apoyado por Qualcomm y Google    "
"



Es cada vez más común encontrar smartphones de niveles de precio más elevados. Ante la cantidad de ofertas disponibles en el mercado nos dimos a la tarea de analizar en detalle que características incluye un procesador de gama media-alta para analizar los puntos principales que deberían destacar frente a productos de gamas de entrada.


Para ello quisimos realizar este análisis partiendo de uno de los procesadores de esta gama que ha cobrado relevancia en los últimos lanzamientos como el Xiaomi 11T, Vivo X70 Pro o Realme 7X Max y se trata del nuevo Dimensity 1200 de MediaTek.  Acá te contaremos los puntos más relevantes que encontramos y deberías buscar en un Smartphone de segmento de precio medio-alto a nivel de procesador.

Procesadores de Aplicación (CPU) a velocidades de 3Ghz: Sin duda el CPU es vital al momento de ejecutar aplicaciones y buscar un alto desempeño en un smartphone, sin embargo, es importante encontrar un balance entre desempeño y eficiencia. En el caso de MediaTek 1200 utilizan cuatro núcleos “grandes” Arm Cortex-A78, además de cuatro núcleos Arm Cortex-A55 que están enfocados en la eficiencia. Uno de los cuatro Cortex-A78 es un “ultra-núcleo” especialmente diseñado a 3GHz con el doble de memoria caché L2, lo que lo hace uno de los chipsets para smartphone más veloces del mercado.
 


Proceso de fabricación: Uno de los puntos que más diferencia a los procesadores actualmente es su proceso de fabricación. Sabemos que entre más pequeña la compuerta (medida en nanómetros) los procesadores serán más eficientes en consumo de energía y más potentes, pues incorporan más transistores. Tomando nuestra referencia de Dimensity 1200 encontramos un proceso de fabricación de 6nm que promete el fabricante brindará un incremento de 22% en el rendimiento en comparación con las generaciones previas, a la vez que también le permite ser 25% más eficiente en su consumo de energía.

Conectividad 5G: Todos los Smartphones de segmento medio-alto ya incorporan un módem 5G, lo cual es un estándar. Sin embargo, la diferencia radica en las diferentes tecnologías que incorpora este módem, como sistemas de Inteligencia Artificial entre otras opciones. En el caso de MediaTek 1200 encontramos la tecnología MediaTek 5G UltraSave que brinda una mayor cobertura y velocidades promedio más rápidas y también sistemas de Inteligencia Artificial integrados que optimizan el uso de la red y garantizan la conectividad. Adicionalmente este fabricante promueve otras tecnologías como '5G Elevator Mode' y '5G HSR Mode' que, respectivamente, garantizan una experiencia conectada perfecta con un tiempo de recuperación inmediato cuando se emerge de zonas celulares muertas (modo elevador) y un mejor rendimiento conectado de manera confiable cuando se viaja rápido (modo HSR).








Mejores experiencias en cámara:  Uno de los apartados más destacados sin duda es la cámara, y casi todos los fabricantes desarrollan características únicas que van desde imágenes en modo noche, modo macro y selfies entre otros. A nivel de procesadores lo que encontramos son procesadores de cámara (ISP) dedicados en mayor número y lo que encontramos en nuestra referencia Dimensity es 5 núcleos de procesamiento y soporte de resolución hasta 200 Mpx, aunque las combinaciones varían según la referencia que utilicen los diferentes fabricantes.

El Dimensity 1200 ha mejorado su rendimiento con poca luz con capturas un 20% más rápidas, además de nuevas capacidades en AI Panorama Night Shot y capacidades simultáneas AINR (AI noise reduction) + HDR. Esto se ha logrado a través de un trabajo adicional que reúne los beneficios del potente procesador de Inteligencia Artificial de múltiples núcleos, el ISP de 5 núcleos líder en la industria y los aceleradores de hardware de cámara dedicados que actúan a la perfección juntos detrás de escena.

Grabación y reproducción de Video: La tendencia de crecimiento en reproducción de video y contenido en este formato está popularizando formatos de más alta resolución como 4K.  De nuevo la diferencia radica en los detalles y para el caso de Dimensity 1200  agrega video 4K HDR 'escalonado' realiza una fusión de imágenes de 3 exposiciones en tiempo real para brindar un 40% más de rango dinámico en la captura de video. Otro de los formatos de video más utilizados es AV1, es la última y más avanzada tecnología de compresión de video, que ahora es compatible con las principales compañías de tecnología globales, fabricantes de contenido y servicios de transmisión, lo que permite medios con nuevos niveles de detalle visual, sonido más nítido y resoluciones más altas.

Por lo tanto, la decodificación eficiente y efectiva del hardware AV1 se está convirtiendo rápidamente en una característica esencial de los teléfonos inteligentes, lo que garantiza acceso a los últimos servicios de transmisión de video. Dimensity 1200 incorpora un motor de decodificación de video AV1 basado en hardware, lo que garantiza que la reproducción de medios sea extremadamente potente y eficiente.

Inteligencia Artificial: Sin duda un término muy común en los teléfonos de última generación que es parte fundamental para poder administrar todo el poder de cómputo que incluyen los nuevos procesadores de última generación. Esta tecnología que inicialmente se usaba en fotografías ha evolucionado de tal forma que se convierte en una herramienta de uso cotidiano para funciones como conferencia, llamadas y juegos entre otras.

Tomando nuestra referencia de Dimensity 1200  encontramos funciones como AI-ClearStreaming diseñado para reducir las imágenes pixeladas y restaurar la calidad de imagen en la transmisión en vivo de baja velocidad de bits, como las videoconferencias, mejorando la experiencia y restaurando los detalles siempre que sea posible. Otra de las funciones interesantes es el escalamiento de video que convierte el contenido SDR a HDR en tiempo real, realizando la detección de escenas y el control de contraste. El efecto dinámico actúa con el ajuste de la calidad de imagen por fotograma para garantizar que cada escena sea consistente y lo más cercana posible al contenido HDR nativo.








Sistemas de Juegos mejorados: Una de las tendencias en el uso de Smartphones son los juegos en alta definición, llegaron para convertirse en un complemento y en algunos casos sustitutos de las tradicionales consolas de video juegos.  Los procesadores han evolucionado enormemente en este aspecto garantizando no solo poder de computo sino también una mejor experiencia en conectividad (juegos en línea),  mejor resolución en pantalla y respuesta , así como también una mayor duración de batería. De nuevo nuestra referencia MediaTek  Dimensity 1200 nos muestra un ejemplo de estas tecnologías con la implementación de HyperEngine desarrollada por esta compañía para garantizar una experiencia  mejorada al incluir mayores capacidades de respuesta y rutinas de inteligencia artificial que aprenden de los hábitos del usuario y brindan nuevos niveles usabilidad.

No menos importante para una destacada experiencia gamer es el refresco de pantalla que en procesadores de estas características llegan a 168 Hz de forma dinámica, incluso por arriba del estándar 120Hz tan referenciado por los gamers que buscan las mejores características.

En resumen debemos saber identificar en los equipos de gamas medias  y altas aquellas características que marcan una diferencia en desempeño, pasando por cámara, juegos, reproducción de video streaming  y capacidad de cómputo.  Para el caso de México próximamente encontraremos en el mercado dispositivos como Xiaomi 11T que incorpora procesadores D1200 como el usado en nuestra referencia y nos permitirá probar estas capacidades de computo a un nuevo nivel. Al final, se trata de que cada vez más usuarios de teléfonos puedan experimentar día a día el uso de funciones Premium y sepamos diferenciar cuáles son esas características que marcan la diferencia.






    Compartir
    
           ¿Cuáles son las características premium que debe incluir un procesador?
         


Facebook
Twitter
Flipboard
E-mail




","
         ¿Cuáles son las características premium que debe incluir un procesador?   "
